age,gender,education,marital_status,num_dependents,income,employment_type,employment_years,credit_score,existing_loans,monthly_expenses,savings_balance,previous_defaults,has_co_applicant,loan_amount,loan_term_months,property_value,loan_purpose,loan_approved
27,Male,Bachelor,Single,0,115551.0,Self-Employed,0.0,803.0,2,4943.0,30344.0,3,0,184987.0,60,246622.0,Business,0
21,Female,Bachelor,Married,1,38297.0,Salaried,2.0,,3,2168.0,3140.0,1,0,47557.0,60,116414.0,Education,0
50,Male,High School,Married,1,29143.0,Business Owner,23.0,626.0,4,1353.0,379.0,3,0,20489.0,24,30176.0,Car,0
31,Male,Master,Married,1,62839.0,Self-Employed,,787.0,2,2555.0,5231.0,0,0,61649.0,240,65308.0,Education,1
32,Female,High School,Single,2,29848.0,Salaried,4.0,740.0,0,1827.0,2897.0,0,1,57189.0,12,60064.0,Personal,0
48,Male,High School,Divorced,1,47418.0,Freelancer,12.0,719.0,3,2010.0,6061.0,1,0,110087.0,12,251365.0,Education,0
40,Female,Master,Single,0,22093.0,Business Owner,9.0,722.0,3,699.0,,0,0,13077.0,12,14443.0,Education,1
39,Male,High School,Single,2,29193.0,Self-Employed,10.0,588.0,2,1344.0,,0,1,42268.0,360,94763.0,Car,1
56,Female,Bachelor,Married,1,60253.0,Salaried,13.0,800.0,1,2732.0,294.0,1,0,55101.0,360,67507.0,Home,0
28,Male,High School,Married,0,51944.0,Salaried,6.0,756.0,2,2468.0,3547.0,1,0,104163.0,36,147322.0,Home,0
44,Female,High School,Single,2,28267.0,Salaried,8.0,699.0,0,1855.0,1407.0,2,0,75236.0,24,185972.0,Education,0
35,Male,High School,Married,2,52039.0,Salaried,4.0,699.0,2,2661.0,18406.0,1,1,146970.0,12,306790.0,Education,0
37,Male,High School,Married,2,,Business Owner,6.0,672.0,1,1739.0,473.0,0,0,98171.0,360,119666.0,Home,1
50,Male,Master,Single,3,33127.0,Salaried,8.0,634.0,2,2343.0,1802.0,3,1,88810.0,48,,Personal,0
40,Female,Master,Single,0,74570.0,Self-Employed,10.0,722.0,2,3258.0,834.0,0,0,149313.0,60,255869.0,Education,1
40,Male,Bachelor,Married,0,72507.0,Self-Employed,7.0,616.0,1,2268.0,48171.0,1,0,80296.0,48,186896.0,Personal,0
45,Female,Master,Married,1,41226.0,Business Owner,18.0,692.0,2,2078.0,1378.0,0,0,97597.0,360,,Education,1
31,Female,High School,Single,2,44785.0,Salaried,3.0,687.0,0,2419.0,324.0,0,0,103510.0,240,211429.0,Car,1
26,Male,Bachelor,Single,1,48815.0,Salaried,3.0,710.0,1,2656.0,3023.0,2,0,44745.0,240,68906.0,Car,0
24,Female,High School,Married,0,53155.0,Salaried,3.0,755.0,1,1657.0,4000.0,0,0,52467.0,48,103956.0,Home,0
21,Male,Bachelor,Married,1,32867.0,Salaried,2.0,712.0,2,1891.0,724.0,0,0,25417.0,36,32008.0,Home,0
55,Male,Bachelor,Single,2,75452.0,Salaried,8.0,735.0,1,3815.0,4194.0,0,1,131793.0,120,244328.0,Business,1
23,Female,Bachelor,Married,1,49725.0,Self-Employed,0.0,524.0,2,1515.0,620.0,1,0,64836.0,36,119318.0,Education,0
32,Female,Master,Single,0,36532.0,Salaried,3.0,716.0,1,1427.0,909.0,0,0,100474.0,48,204134.0,Business,0
32,Female,Bachelor,Single,2,32649.0,Salaried,2.0,686.0,0,2127.0,811.0,0,0,19316.0,360,26347.0,Personal,0
38,Male,Bachelor,Single,3,74649.0,Salaried,9.0,709.0,2,3280.0,,0,0,97805.0,240,114938.0,Home,1
43,Male,PhD,Married,2,45467.0,Business Owner,2.0,637.0,2,2243.0,13932.0,0,1,122308.0,48,299770.0,Business,0
43,Male,Bachelor,Married,1,34563.0,Self-Employed,7.0,772.0,1,1607.0,1984.0,0,0,103602.0,48,,Personal,1
29,Female,Bachelor,Married,1,34378.0,Business Owner,,700.0,0,1756.0,1535.0,0,0,79328.0,60,119444.0,Business,1
33,Male,Master,Married,3,72013.0,Salaried,2.0,620.0,6,3614.0,25743.0,0,1,198155.0,180,457076.0,Business,1
37,Female,Bachelor,Married,1,,Freelancer,9.0,634.0,1,1010.0,6085.0,1,0,10062.0,36,19032.0,Car,0
32,Male,High School,Single,3,41039.0,Salaried,6.0,752.0,0,1808.0,1403.0,0,0,99698.0,360,131893.0,Education,1
51,Male,Bachelor,Single,2,83724.0,Salaried,7.0,673.0,1,3370.0,159504.0,0,0,138484.0,36,238147.0,Education,1
39,Male,Bachelor,Divorced,1,45066.0,Freelancer,5.0,679.0,0,2151.0,1540.0,0,0,100320.0,120,226853.0,Business,0
42,Male,Bachelor,Married,0,56185.0,Freelancer,11.0,664.0,0,1659.0,2138.0,1,1,88485.0,60,219783.0,Home,0
41,Male,High School,Married,1,84405.0,Business Owner,12.0,760.0,4,3482.0,11273.0,0,1,162333.0,48,318927.0,Car,1
46,Female,PhD,Single,0,65097.0,Freelancer,7.0,718.0,1,2750.0,4592.0,1,0,74861.0,60,103333.0,Education,0
36,Female,Master,Married,1,33438.0,Salaried,5.0,585.0,3,2008.0,880.0,0,0,64710.0,240,143577.0,Home,0
22,Male,Bachelor,Married,1,45926.0,Salaried,,601.0,2,1572.0,1712.0,0,0,56353.0,48,,Home,0
38,Male,Master,Single,0,,Self-Employed,9.0,680.0,1,3355.0,1747.0,0,0,92523.0,240,215930.0,Education,0
28,Male,Master,Married,1,,Salaried,1.0,628.0,0,2930.0,5025.0,1,0,103330.0,24,124448.0,Car,0
29,Female,High School,Married,1,39873.0,Freelancer,0.0,507.0,2,1958.0,1777.0,1,1,39949.0,60,61827.0,Home,0
40,Male,Bachelor,Single,2,47725.0,Self-Employed,12.0,620.0,3,2164.0,5377.0,0,0,50439.0,36,68109.0,Home,0
47,Female,Bachelor,Single,0,47634.0,Business Owner,17.0,657.0,1,1804.0,4037.0,1,1,134747.0,360,178460.0,Personal,1
35,Male,Master,Single,1,,Self-Employed,2.0,647.0,2,4923.0,1497.0,0,1,158860.0,12,245921.0,Car,0
38,Male,High School,Single,0,83598.0,Self-Employed,9.0,737.0,0,2312.0,2320.0,0,1,170151.0,12,182283.0,Home,0
52,Female,PhD,Married,3,58934.0,Salaried,19.0,501.0,1,3612.0,17614.0,0,0,113708.0,240,258347.0,Car,1
37,Male,Bachelor,Single,0,28585.0,Salaried,10.0,618.0,1,1038.0,,2,0,33259.0,180,75754.0,Personal,0
61,Female,Bachelor,Single,0,36317.0,Freelancer,8.0,743.0,2,1655.0,459.0,0,0,18174.0,36,43890.0,Car,1
40,Male,Bachelor,Divorced,1,,Business Owner,7.0,626.0,2,,,0,1,33372.0,360,36891.0,Car,1
21,Male,High School,Married,2,99632.0,Salaried,0.0,,1,3482.0,5665.0,0,1,256747.0,240,476773.0,Education,1
42,Male,Master,Married,1,43502.0,Freelancer,5.0,625.0,0,2131.0,64160.0,1,0,33643.0,36,33969.0,Home,0
38,Female,PhD,Married,0,77979.0,Self-Employed,9.0,715.0,2,2407.0,2550.0,0,0,79297.0,120,149445.0,Personal,1
47,Female,Bachelor,Divorced,0,31323.0,Business Owner,11.0,659.0,0,889.0,1095.0,1,0,87142.0,48,99882.0,Home,0
41,Male,PhD,Single,0,38351.0,Salaried,10.0,622.0,0,1560.0,3050.0,0,1,96626.0,60,152604.0,Business,0
33,Female,Master,Married,2,53008.0,Self-Employed,,718.0,1,1997.0,8202.0,0,0,33563.0,180,49866.0,Education,0
22,Male,Bachelor,Married,2,107374.0,Salaried,0.0,709.0,1,4396.0,121654.0,0,0,226412.0,120,338773.0,Business,1
32,Male,Master,Single,0,44095.0,Self-Employed,3.0,578.0,1,1803.0,1758.0,0,0,78895.0,24,101591.0,Car,0
26,Male,Bachelor,Married,4,13610.0,Salaried,0.0,687.0,1,2147.0,,0,0,19220.0,120,22237.0,Business,1
29,Male,Bachelor,Divorced,1,22424.0,Self-Employed,4.0,576.0,3,1333.0,218.0,0,1,39106.0,36,40057.0,Education,0
40,Male,High School,Divorced,1,56896.0,Self-Employed,3.0,773.0,2,2995.0,488.0,1,0,49933.0,48,106178.0,Home,0
51,Female,Master,Single,1,19932.0,Salaried,4.0,778.0,0,1407.0,1197.0,0,0,57542.0,48,136615.0,Education,0
38,Male,High School,Single,1,,Freelancer,10.0,656.0,3,1668.0,486.0,0,1,29532.0,24,69168.0,Home,1
23,Male,Master,Divorced,1,49324.0,Freelancer,0.0,765.0,2,1900.0,277.0,3,0,47609.0,24,92838.0,Car,0
39,Male,Master,Married,1,14404.0,Business Owner,5.0,619.0,2,796.0,272.0,0,0,20484.0,180,24206.0,Personal,0
46,Female,High School,Single,3,34462.0,Salaried,15.0,668.0,1,2438.0,313.0,0,0,35546.0,60,65827.0,Home,1
28,Female,Bachelor,Married,2,23273.0,Salaried,1.0,,1,1261.0,1214.0,0,1,29838.0,360,34228.0,Home,0
33,Male,Bachelor,Single,0,23165.0,Self-Employed,10.0,678.0,1,885.0,,1,0,13890.0,360,24574.0,Personal,0
35,Male,Bachelor,Single,1,32823.0,Salaried,3.0,685.0,1,1140.0,1060.0,2,0,66817.0,36,152772.0,Home,0
27,Male,Bachelor,Divorced,3,,Self-Employed,4.0,679.0,5,1893.0,3353.0,1,0,31673.0,240,41136.0,Business,0
41,Male,Bachelor,Single,1,61990.0,Salaried,1.0,672.0,4,3099.0,2564.0,0,1,181472.0,48,435448.0,Education,0
33,Male,Bachelor,Single,0,89166.0,Salaried,4.0,690.0,1,,4485.0,0,0,70041.0,36,110616.0,Education,1
39,Male,High School,Single,1,40855.0,Salaried,10.0,780.0,1,2276.0,399.0,1,1,28325.0,60,,Car,1
26,Male,High School,Married,3,36385.0,Salaried,0.0,519.0,3,1822.0,5287.0,1,0,34039.0,36,59647.0,Business,0
30,Male,High School,Single,5,39850.0,Business Owner,4.0,833.0,1,,3270.0,0,1,73965.0,60,170407.0,Education,1
42,Male,Master,Married,3,28167.0,Business Owner,7.0,651.0,2,1754.0,1342.0,0,0,66719.0,120,93796.0,Home,0
31,Female,PhD,Married,1,21875.0,Self-Employed,8.0,673.0,1,1312.0,1713.0,0,1,41510.0,48,52239.0,Car,0
52,Female,Bachelor,Married,1,18300.0,Salaried,6.0,786.0,3,699.0,821.0,0,1,48511.0,60,95052.0,Home,1
31,Female,Bachelor,Single,1,21433.0,Business Owner,4.0,728.0,0,1326.0,2347.0,0,0,42521.0,120,,Personal,1
37,Male,High School,Married,2,110856.0,Business Owner,3.0,722.0,2,3680.0,18540.0,0,0,93833.0,120,103971.0,Home,1
44,Male,Bachelor,Single,0,34710.0,Business Owner,,779.0,2,1207.0,1121.0,0,0,33466.0,360,46157.0,Home,1
21,Male,High School,Married,1,11261.0,Self-Employed,0.0,,1,818.0,325.0,1,0,15698.0,120,,Business,0
21,Female,Bachelor,Married,1,31068.0,Salaried,0.0,753.0,0,1817.0,762.0,0,0,86992.0,48,179726.0,Car,0
21,Male,PhD,Single,1,22132.0,Salaried,0.0,579.0,1,1250.0,440.0,0,0,36519.0,24,65475.0,Home,0
47,Female,High School,Married,3,,Business Owner,20.0,713.0,2,2532.0,649.0,0,1,115269.0,60,270046.0,Car,1
29,Female,Master,Single,1,40672.0,Business Owner,1.0,724.0,1,2119.0,2165.0,1,0,27927.0,60,,Home,0
60,Male,High School,Single,1,50409.0,Salaried,17.0,771.0,0,2110.0,1798.0,1,0,111745.0,60,157496.0,Personal,0
29,Female,Bachelor,Married,1,40827.0,Salaried,4.0,736.0,0,1722.0,2191.0,0,1,68101.0,60,102651.0,Home,1
36,Male,High School,Married,1,40686.0,Self-Employed,3.0,696.0,2,2137.0,4323.0,0,0,37949.0,48,61827.0,Home,0
50,Male,Bachelor,Single,2,23672.0,Freelancer,7.0,654.0,2,1415.0,2116.0,1,1,16664.0,360,19121.0,Car,0
55,Male,High School,Single,0,47224.0,Freelancer,14.0,653.0,1,1749.0,18947.0,0,0,60835.0,120,144908.0,Car,1
55,Male,Bachelor,Single,0,,Self-Employed,18.0,654.0,3,2245.0,4990.0,0,1,208177.0,36,426428.0,Car,0
47,Female,Bachelor,Married,3,103189.0,Salaried,15.0,576.0,1,3972.0,4128.0,0,1,216853.0,12,452751.0,Car,0
45,Male,Bachelor,Married,3,43521.0,Salaried,13.0,819.0,1,,2805.0,0,0,72037.0,60,143313.0,Car,1
40,Male,Master,Single,1,45944.0,Freelancer,3.0,759.0,0,2123.0,6954.0,0,0,120083.0,180,199902.0,Car,1
42,Female,PhD,Single,0,53513.0,Freelancer,15.0,700.0,2,2217.0,,0,0,50975.0,24,79987.0,Business,1
29,Female,Bachelor,Married,2,87912.0,Salaried,4.0,745.0,1,4868.0,8328.0,0,1,105277.0,60,,Education,1
26,Male,High School,Married,0,38439.0,Salaried,1.0,,1,,2904.0,0,0,72464.0,360,152646.0,Car,0
34,Female,Bachelor,Married,0,58912.0,Self-Employed,5.0,600.0,2,1680.0,16318.0,0,1,116295.0,60,178409.0,Home,0
33,Female,Master,Divorced,1,27613.0,Salaried,,730.0,0,1715.0,785.0,0,1,35961.0,240,62559.0,Home,0
30,Male,Bachelor,Single,1,57810.0,Self-Employed,0.0,781.0,1,2904.0,,1,1,101789.0,24,201405.0,Personal,0
41,Male,Bachelor,Divorced,1,79642.0,Self-Employed,10.0,625.0,1,4094.0,7228.0,0,1,63706.0,60,90158.0,Business,1
44,Male,High School,Single,1,,Freelancer,,557.0,2,1468.0,445.0,0,1,13564.0,48,,Car,0
35,Female,Bachelor,Divorced,1,32045.0,Freelancer,4.0,587.0,2,1314.0,240.0,1,0,88531.0,12,116879.0,Business,0
49,Female,Bachelor,Single,1,67162.0,Salaried,7.0,672.0,2,2498.0,9746.0,0,0,107711.0,60,247073.0,Car,1
23,Female,PhD,Married,0,56701.0,Self-Employed,0.0,,0,2200.0,,0,0,61105.0,48,61539.0,Business,0
33,Male,Master,Married,1,82287.0,Salaried,10.0,666.0,1,2931.0,20315.0,0,0,108995.0,120,214235.0,Education,0
27,Male,High School,Married,0,,Freelancer,4.0,627.0,0,2528.0,2471.0,0,0,134422.0,60,229920.0,Home,0
21,Male,Bachelor,Married,2,41334.0,Freelancer,0.0,679.0,0,1955.0,1854.0,0,0,118468.0,60,,Home,0
34,Male,High School,Married,2,147207.0,Salaried,9.0,639.0,3,8044.0,591.0,0,1,338933.0,24,821242.0,Business,0
33,Female,Bachelor,Divorced,2,44619.0,Salaried,6.0,677.0,2,2052.0,4806.0,3,1,128077.0,48,169040.0,Car,0
50,Female,Master,Married,0,9041.0,Salaried,18.0,728.0,1,402.0,1092.0,0,1,7053.0,360,12253.0,Home,1
41,Male,Bachelor,Married,1,42566.0,Self-Employed,6.0,603.0,2,2500.0,5368.0,0,1,40254.0,36,73988.0,Home,1
24,Male,Bachelor,Single,1,38770.0,Salaried,,702.0,1,2124.0,7341.0,0,1,54570.0,48,132758.0,Education,1
53,Male,High School,Divorced,0,72956.0,Self-Employed,7.0,611.0,4,2980.0,297.0,2,0,81038.0,240,158560.0,Home,0
47,Male,Master,Married,0,39120.0,Self-Employed,14.0,679.0,3,1504.0,,2,0,113158.0,60,125439.0,Personal,0
40,Male,Bachelor,Married,0,84921.0,Self-Employed,14.0,673.0,1,2779.0,669.0,0,0,78804.0,12,128015.0,Business,0
32,Male,Bachelor,Married,2,64799.0,Business Owner,8.0,708.0,2,3684.0,2035.0,2,1,59929.0,60,,Car,0
25,Male,High School,Married,3,29731.0,Salaried,0.0,694.0,2,1906.0,,0,1,51110.0,240,109447.0,Personal,1
31,Male,Bachelor,Divorced,5,45698.0,Business Owner,1.0,779.0,1,3566.0,4374.0,0,1,102465.0,120,110330.0,Personal,1
45,Male,PhD,Single,2,,Salaried,13.0,677.0,1,1769.0,1850.0,0,1,48173.0,180,90327.0,Car,1
53,Male,Bachelor,Single,2,53765.0,Salaried,,,4,2423.0,5946.0,0,1,32758.0,12,,Home,1
50,Female,Bachelor,Single,1,28190.0,Salaried,12.0,754.0,2,1484.0,3448.0,0,1,68068.0,36,78117.0,Personal,0
30,Male,Bachelor,Married,2,,Self-Employed,1.0,706.0,5,2462.0,144.0,1,1,145697.0,60,355972.0,Home,0
23,Female,Master,Single,1,36363.0,Salaried,2.0,750.0,2,1685.0,7554.0,0,1,91861.0,36,188259.0,Home,0
36,Male,Bachelor,Single,1,,Self-Employed,7.0,670.0,0,1532.0,1440.0,2,1,118122.0,180,137414.0,Home,0
21,Male,High School,Single,1,136689.0,Salaried,2.0,575.0,0,6795.0,31430.0,0,0,358092.0,36,539781.0,Car,0
38,Male,Bachelor,Married,1,40935.0,Business Owner,8.0,850.0,0,,243.0,0,0,98193.0,48,198263.0,Home,1
33,Male,Master,Married,1,18634.0,Self-Employed,5.0,631.0,1,1103.0,2542.0,0,0,46838.0,12,110457.0,Car,0
30,Female,Master,Single,1,69244.0,Self-Employed,1.0,587.0,0,2702.0,4486.0,0,1,47893.0,48,52696.0,Home,0
21,Male,Master,Divorced,2,81143.0,Business Owner,1.0,737.0,0,2778.0,,0,0,51648.0,36,58095.0,Car,1
40,Female,Bachelor,Divorced,3,,Freelancer,9.0,604.0,1,1598.0,1132.0,1,0,10658.0,12,12443.0,Car,0
29,Female,High School,Single,0,29349.0,Salaried,,648.0,1,1399.0,6744.0,0,0,58075.0,24,105520.0,Business,0
23,Male,PhD,Married,2,60955.0,Self-Employed,2.0,,1,2670.0,286.0,0,1,67239.0,48,114042.0,Business,1
21,Male,Bachelor,Married,1,63710.0,Self-Employed,0.0,,0,,3729.0,3,0,36341.0,48,45299.0,Car,0
34,Female,Bachelor,Single,0,41569.0,Salaried,10.0,650.0,2,1088.0,735.0,0,0,28742.0,240,51841.0,Business,0
52,Male,Master,Single,2,49459.0,Salaried,19.0,807.0,2,2040.0,1669.0,0,1,33202.0,48,50254.0,Car,1
51,Female,Bachelor,Married,2,26060.0,Salaried,10.0,671.0,2,1878.0,1306.0,0,0,53912.0,48,67470.0,Personal,0
30,Male,High School,Married,0,,Freelancer,2.0,608.0,1,,,3,1,12655.0,48,13283.0,Home,0
28,Male,Master,Single,0,136591.0,Salaried,3.0,758.0,1,5814.0,19758.0,1,1,357099.0,60,410312.0,Home,0
39,Male,Master,Married,3,30202.0,Salaried,7.0,622.0,0,1984.0,6680.0,0,0,90052.0,360,142379.0,Car,0
25,Male,Bachelor,Married,1,53543.0,Salaried,2.0,671.0,1,2500.0,716.0,0,0,85828.0,120,152011.0,Car,0
38,Female,Bachelor,Married,1,38486.0,Self-Employed,5.0,607.0,2,2118.0,3144.0,0,1,70971.0,240,94844.0,Car,0
42,Male,High School,Single,2,76772.0,Self-Employed,8.0,696.0,3,3935.0,,0,1,88270.0,36,191602.0,Home,1
47,Female,High School,Married,1,44131.0,Self-Employed,6.0,683.0,2,1831.0,10613.0,0,0,94390.0,240,175095.0,Education,0
33,Male,Bachelor,Single,1,52929.0,Salaried,5.0,677.0,4,2743.0,,0,1,147538.0,180,317714.0,Personal,1
32,Male,Bachelor,Married,0,13132.0,Business Owner,3.0,692.0,1,517.0,650.0,0,1,12501.0,36,19959.0,Home,1
26,Male,PhD,Married,2,32316.0,Self-Employed,0.0,745.0,2,2196.0,21675.0,3,1,93165.0,240,217629.0,Education,0
26,Male,Master,Married,3,71133.0,Self-Employed,1.0,736.0,4,3053.0,6513.0,1,0,74930.0,120,164889.0,Home,0
32,Male,Master,Married,0,68004.0,Business Owner,3.0,596.0,2,2057.0,243423.0,0,0,79213.0,60,144946.0,Business,1
38,Male,Bachelor,Married,0,30460.0,Business Owner,3.0,626.0,0,1335.0,339.0,1,0,84646.0,180,171349.0,Business,0
44,Female,High School,Divorced,2,18929.0,Self-Employed,8.0,753.0,2,1486.0,247.0,3,0,37544.0,12,45851.0,Personal,0
26,Male,PhD,Married,1,52223.0,Business Owner,1.0,617.0,1,2489.0,10373.0,1,1,30248.0,48,65287.0,Home,0
49,Male,Bachelor,Single,1,11459.0,Self-Employed,6.0,719.0,3,699.0,445.0,0,0,28732.0,180,,Business,1
32,Female,High School,Married,0,23462.0,Salaried,5.0,747.0,1,820.0,,0,0,49390.0,240,64151.0,Personal,1
34,Female,Bachelor,Single,1,100464.0,Salaried,10.0,548.0,2,3637.0,1284.0,1,0,236859.0,240,333791.0,Home,0
27,Male,Master,Divorced,0,100965.0,Self-Employed,3.0,647.0,2,2696.0,35062.0,1,0,91310.0,180,216813.0,Education,0
21,Male,Master,Married,0,62543.0,Self-Employed,6.0,745.0,0,1882.0,3256.0,0,0,167761.0,60,216802.0,Education,0
43,Female,High School,Married,0,48588.0,Salaried,12.0,668.0,0,2423.0,2911.0,0,1,119387.0,36,197382.0,Education,1
42,Female,Master,Single,3,15715.0,Business Owner,14.0,647.0,1,1855.0,,0,1,45472.0,24,,Education,0
32,Male,Bachelor,Married,0,33849.0,Salaried,9.0,746.0,0,981.0,11181.0,2,0,51517.0,360,75821.0,Home,0
35,Male,High School,Divorced,1,42294.0,Salaried,,768.0,3,2247.0,4842.0,0,0,75955.0,36,94582.0,Home,0
40,Female,Master,Single,1,29079.0,Salaried,4.0,625.0,0,1367.0,4039.0,3,1,65553.0,36,114105.0,Business,0
21,Male,Master,Married,1,41145.0,Business Owner,,821.0,1,,296.0,0,1,31310.0,180,40267.0,Personal,1
29,Female,Bachelor,Divorced,0,79785.0,Freelancer,5.0,537.0,3,3298.0,3318.0,0,1,81853.0,180,202631.0,Education,0
42,Male,Bachelor,Married,2,37387.0,Self-Employed,14.0,559.0,1,1720.0,1997.0,0,0,45635.0,48,90252.0,Education,0
22,Female,Master,Married,0,,Freelancer,3.0,643.0,0,1318.0,281.0,0,0,100589.0,24,,Home,0
37,Male,Master,Married,3,70952.0,Freelancer,3.0,653.0,1,3042.0,11726.0,0,1,35717.0,60,59214.0,Car,1
21,Male,Master,Married,1,24107.0,Business Owner,1.0,,1,1247.0,5597.0,0,0,71957.0,240,138581.0,Home,0
39,Female,Bachelor,Single,1,27374.0,Salaried,9.0,637.0,1,1755.0,178.0,2,0,40758.0,240,62613.0,Business,0
34,Male,PhD,Single,0,33898.0,Self-Employed,8.0,621.0,1,1464.0,1855.0,0,0,71888.0,120,95280.0,Personal,0
21,Male,PhD,Married,0,50402.0,Salaried,0.0,,0,,10740.0,0,0,76955.0,120,106824.0,Home,0
46,Male,High School,Divorced,2,41254.0,Business Owner,15.0,,3,1576.0,31689.0,0,0,101489.0,12,118015.0,Personal,0
27,Male,Master,Single,2,41912.0,Business Owner,2.0,734.0,2,1878.0,8265.0,3,0,120557.0,36,282523.0,Business,0
26,Male,Bachelor,Single,2,35156.0,Freelancer,1.0,682.0,3,2160.0,447.0,0,0,56932.0,180,137970.0,Personal,0
37,Female,Bachelor,Married,1,24393.0,Self-Employed,9.0,662.0,1,1192.0,352.0,0,1,23185.0,60,31650.0,Home,0
46,Male,Bachelor,Married,1,66474.0,Self-Employed,,674.0,1,3307.0,5776.0,0,1,70143.0,60,173051.0,Home,1
24,Male,High School,Single,1,41402.0,Salaried,0.0,769.0,1,1611.0,6905.0,2,0,48212.0,240,88069.0,Home,0
35,Male,Bachelor,Divorced,0,66803.0,Salaried,2.0,641.0,4,2733.0,,0,1,70403.0,120,95848.0,Car,1
39,Female,Master,Single,2,23900.0,Self-Employed,6.0,578.0,0,1924.0,686.0,0,0,12740.0,48,22403.0,Business,0
41,Female,High School,Divorced,1,29877.0,Salaried,6.0,601.0,1,1842.0,5722.0,0,1,79317.0,360,88471.0,Home,0
36,Male,Bachelor,Married,3,43888.0,Business Owner,6.0,661.0,1,2247.0,12353.0,0,1,96656.0,36,117034.0,Car,0
31,Male,PhD,Married,0,45984.0,Salaried,3.0,718.0,2,1476.0,1654.0,1,0,82283.0,48,109773.0,Home,0
26,Female,Bachelor,Married,0,60758.0,Business Owner,5.0,750.0,1,2804.0,3491.0,0,0,52697.0,120,124871.0,Personal,0
35,Male,Bachelor,Married,0,39527.0,Freelancer,5.0,,1,1206.0,6137.0,0,1,23786.0,36,57650.0,Education,1
24,Female,Bachelor,Single,2,60527.0,Salaried,3.0,739.0,0,3091.0,1954.0,0,0,88463.0,48,142760.0,Car,1
21,Female,Bachelor,Single,1,50259.0,Salaried,0.0,609.0,1,1939.0,11225.0,3,1,25797.0,120,35161.0,Home,0
39,Female,Bachelor,Married,1,39499.0,Business Owner,12.0,663.0,2,2130.0,1155.0,0,1,25390.0,48,37722.0,Education,1
44,Male,Master,Divorced,1,30465.0,Freelancer,11.0,506.0,0,1777.0,7792.0,3,0,20824.0,24,31199.0,Education,0
21,Female,Bachelor,Married,1,,Salaried,,655.0,0,2953.0,1254.0,1,1,154487.0,60,282620.0,Business,0
24,Female,Master,Married,1,26220.0,Salaried,0.0,631.0,4,1345.0,50570.0,0,1,60711.0,180,76144.0,Car,1
41,Female,Bachelor,Married,1,41226.0,Self-Employed,6.0,494.0,1,1537.0,2180.0,1,1,52511.0,180,,Home,0
55,Male,Bachelor,Single,3,47716.0,Salaried,13.0,,1,2110.0,,1,1,60108.0,120,93495.0,Personal,1
35,Male,Master,Married,1,44198.0,Salaried,4.0,649.0,1,2065.0,17694.0,0,0,60148.0,180,116536.0,Business,1
27,Male,Master,Married,2,40349.0,Freelancer,4.0,511.0,0,1714.0,2074.0,1,0,77221.0,36,142732.0,Home,0
33,Male,Bachelor,Married,0,32498.0,Self-Employed,10.0,658.0,1,864.0,3140.0,0,1,86131.0,180,145515.0,Personal,1
48,Female,High School,Married,0,18564.0,Self-Employed,6.0,812.0,2,522.0,1289.0,1,0,31421.0,12,,Home,0
28,Male,High School,Divorced,1,,Business Owner,3.0,832.0,0,3476.0,144323.0,0,0,86164.0,180,106496.0,Education,1
27,Male,Bachelor,Divorced,0,38335.0,Self-Employed,0.0,684.0,2,1676.0,28797.0,0,0,34362.0,24,52216.0,Education,1
30,Male,Bachelor,Married,0,45979.0,Business Owner,3.0,687.0,2,1204.0,978.0,0,0,29541.0,180,62346.0,Business,0
25,Female,Master,Married,1,38962.0,Salaried,0.0,778.0,3,2203.0,500.0,0,1,91596.0,240,137608.0,Home,1
36,Female,High School,Married,1,72062.0,Salaried,12.0,667.0,1,2670.0,9834.0,0,1,107957.0,240,153245.0,Home,1
51,Male,Master,Married,0,128874.0,Salaried,9.0,716.0,0,4253.0,9469.0,0,1,360210.0,48,789164.0,Education,1
38,Male,Bachelor,Married,1,53099.0,Salaried,7.0,747.0,0,1957.0,36063.0,0,0,67710.0,360,156308.0,Education,1
32,Male,Bachelor,Single,1,,Business Owner,5.0,593.0,1,2271.0,5095.0,0,0,113105.0,60,235973.0,Business,0
32,Female,Bachelor,Married,0,23759.0,Business Owner,9.0,802.0,1,605.0,1471.0,1,1,41294.0,48,69035.0,Home,0
21,Female,High School,Married,2,20245.0,Freelancer,0.0,,0,1443.0,297.0,0,0,53075.0,60,69985.0,Car,0
43,Female,Master,Married,2,17162.0,Self-Employed,14.0,629.0,0,995.0,501.0,1,0,32661.0,48,81400.0,Personal,0
34,Male,High School,Single,3,32927.0,Freelancer,5.0,687.0,3,2005.0,700.0,0,0,32300.0,36,48680.0,Education,0
33,Female,Bachelor,Married,1,,Self-Employed,8.0,755.0,3,969.0,505.0,0,1,36658.0,36,60449.0,Business,1
65,Male,Master,Married,0,84070.0,Salaried,14.0,734.0,0,3021.0,2905.0,0,0,43222.0,36,77073.0,Home,1
37,Female,Bachelor,Single,1,51484.0,Self-Employed,3.0,676.0,3,2898.0,1739.0,2,1,90653.0,36,167425.0,Home,0
27,Male,Bachelor,Married,3,,Self-Employed,3.0,702.0,1,2135.0,2666.0,0,0,42773.0,240,44077.0,Education,1
30,Female,Bachelor,Divorced,0,72560.0,Salaried,3.0,765.0,2,1941.0,10125.0,1,1,97598.0,48,228952.0,Education,0
46,Male,Master,Married,2,28693.0,Salaried,0.0,680.0,1,1857.0,7457.0,1,1,43692.0,12,101387.0,Car,0
